label,time-stamp,x	
0,1,1876.4006
0,2,1112.9804
0,3,1570.2821
0,4,1758.7915
0,5,1707.5440
0,6,1167.4931
0,7,1121.0599
0,8,1442.4694
0,9,1284.9706
0,10,1077.6326
0,11,1162.3478
0,12,1874.5244
0,13,1101.6091
0,14,1047.1502
0,15,1989.1444
0,16,1567.1511
0,17,1885.4600
0,18,1616.8677
0,19,1746.9280
0,20,1295.2254
0,21,1858.0274
0,22,1166.3581
0,23,1509.0056
0,24,1053.6072
0,25,1421.7217
0,26,1344.1442
0,27,1569.1753
0,28,1767.5702
0,29,1868.0179
0,30,1266.0072
0,31,1922.1003
0,32,1899.2950
0,33,1132.7523
0,34,1969.4292
0,35,1625.1718
0,36,1185.9950
0,37,1579.6960
0,38,1970.8903
0,39,1573.5847
0,40,1049.2903
0,41,1290.6454
0,42,1384.8279
0,43,1358.9423
0,44,1703.8534
0,45,1690.9052
0,46,1697.5858
0,47,1258.9272
0,48,1203.1515
0,49,1163.1424
0,50,1444.0516
0,51,1960.2940
0,52,1124.3354
0,53,1816.4567
0,54,1060.9771
0,55,1361.7712
0,56,1446.5328
0,57,1726.9133
0,58,1201.7715
0,59,1771.8151
0,60,1263.3901
0,61,1707.5549
0,62,1113.0852
0,63,1822.9522
0,64,1707.1455
0,65,1345.3525
0,66,1106.1278
0,67,1652.6239
0,68,1749.9254
0,69,1619.9545
0,70,1870.5755
0,71,1736.7654
0,72,1546.4582
0,73,1416.6257
0,74,1089.7565
0,75,1464.2168
0,76,1103.6493
0,77,1664.8750
0,78,1238.2902
0,79,1870.6590
0,80,1865.8529
0,81,1692.2664
0,82,1907.2617
0,83,1320.4721
0,84,1935.3945
0,85,1878.4993
0,86,1531.1629
0,87,1461.7710
0,88,1116.4160
0,89,1500.8632
0,90,1960.1664
0,91,1218.3647
0,92,1459.9166
0,93,1929.7106
0,94,1694.0712
0,95,1190.5382
0,96,1053.3421
0,97,1070.7594
0,98,1849.1991
0,99,1282.8349
0,100,1237.8664
0,101,1138.7387
0,102,1651.6869
0,103,1364.8536
0,104,1364.7382
0,105,1375.6647
0,106,1307.7068
0,107,1334.7270
0,108,1507.2444
0,109,1378.9969
0,110,1006.6430
0,111,1051.4277
0,112,1437.2664
0,113,1988.8058
0,114,1856.7855
0,115,1098.5690
0,116,1243.4869
0,117,1825.5368
0,118,1227.7997
0,119,1786.3362
0,120,1010.2919
0,121,1770.3894
0,122,1159.3119
0,123,1102.8149
0,124,1932.5691
0,125,1677.2598
0,126,1668.5515
0,127,1840.3512
0,128,1996.0285
0,129,1225.5069
0,130,1165.1112
0,131,1844.0739
0,132,1062.3724
0,133,1840.3415
0,134,1049.7988
0,135,1405.0681
0,136,1977.4357
0,137,1795.8036
0,138,1172.8199
0,139,1587.0665
0,140,1007.2921
0,141,1001.3495
0,142,1454.3289
0,143,1851.7040
0,144,1115.5384
0,145,1665.6413
0,146,1869.2797
0,147,1273.8869
0,148,1899.6182
0,149,1955.5883
0,150,1105.4919
0,151,1033.1676
0,152,1274.4387
0,153,1731.6275
0,154,1438.5463
0,155,1621.5187
0,156,1134.3613
0,157,1663.3517
0,158,1829.6075
0,159,1518.6129
0,160,1319.9809
0,161,1689.9023
0,162,1499.5532
0,163,1770.4882
0,164,1569.0672
0,165,1268.9888
0,166,1678.3009
0,167,1311.3256
0,168,1131.7850
0,169,1869.6764
0,170,1220.8455
0,171,1870.7272
0,172,1203.4160
0,173,1897.1712
0,174,1926.6981
0,175,1358.0370
0,176,1463.3078
0,177,1453.1310
0,178,1797.6974
0,179,1672.3523
0,180,1142.9810
0,181,1617.0915
0,182,1411.7149
0,183,1124.3948
0,184,1429.2069
0,185,1389.0198
0,186,1873.3697
0,187,1956.9947
0,188,1983.7418
0,189,1945.7434
0,190,1577.1308
0,191,1173.1976
0,192,1741.5706
0,193,1766.4787
0,194,1175.6081
0,195,1416.6586
0,196,1475.9825
0,197,1477.5949
0,198,1035.2553
0,199,1820.0002
0,200,1731.3110
0,201,1359.2062
0,202,1457.6295
0,203,1338.6951
0,204,1695.3019
0,205,1867.7534
0,206,1314.6018
0,207,1610.8994
0,208,1290.2931
0,209,1630.6764
0,210,1596.5358
0,211,1665.5053
0,212,1309.6825
0,213,1092.5106
0,214,1521.2137
0,215,1513.5635
0,216,1651.7257
0,217,1477.0023
0,218,1449.9818
0,219,1976.3178
0,220,1359.8001
0,221,1949.0934
0,222,1504.7970
0,223,1686.2359
0,224,1919.0883
0,225,1365.5136
0,226,1518.9486
0,227,1219.0731
0,228,1007.5767
0,229,1680.5165
0,230,1193.4226
0,231,1777.2994
0,232,1939.1475
0,233,1074.5653
0,234,1603.9703
0,235,1856.8731
0,236,1479.2017
0,237,1075.0243
0,238,1546.1138
0,239,1118.6366
0,240,1823.8645
0,241,1687.5104
0,242,1506.4137
0,243,1925.9817
0,244,1720.9133
1,245,8.3107
1,246,1.0352
1,247,2.1731
1,248,3.3821
1,249,1.0000
1,250,4.1088
1,251,4.4671
1,252,1.0000
0,253,1920.9538
0,254,1859.6687
0,255,1365.9117
0,256,1121.6638
0,257,1499.2034
0,258,1992.3826
0,259,1160.0690
0,260,1311.0967
0,261,1686.1561
0,262,1496.0466
0,263,1795.8839
0,264,1666.4771
0,265,1928.8062
0,266,1934.9105
0,267,1761.8240
0,268,1083.5909
0,269,1659.6330
0,270,1509.3810
0,271,1458.0840
0,272,1660.1739
0,273,1343.0522
0,274,1867.5375
0,275,1445.0136
0,276,1510.3630
0,277,1348.6430
0,278,1086.9731
0,279,1947.9545
0,280,1789.8909
0,281,1438.4943
0,282,1231.7819
0,283,1901.6665
0,284,1170.7652
0,285,1368.7473
0,286,1199.2591
0,287,1458.8318
0,288,1164.5800
0,289,1194.3674
0,290,1133.3310
0,291,1643.9296
0,292,1540.2580
0,293,1602.7112
0,294,1153.3266
0,295,1087.7158
0,296,1145.7317
0,297,1769.2708
0,298,1046.9374
0,299,1720.0383
0,300,1342.8936
0,301,1151.2359
0,302,1561.4157
0,303,1466.1188
0,304,1789.8908
0,305,1527.3206
0,306,1374.7462
0,307,1783.0952
0,308,1499.2871
0,309,1206.1320
0,310,1607.1339
