label,time-stamp,x	
0,1,1228.4431
0,2,1971.0655
0,3,1455.5194
0,4,1544.1986
0,5,1552.2078
0,6,1051.4799
0,7,1152.8867
0,8,1034.9497
0,9,1431.7707
0,10,1356.4677
0,11,1599.1416
0,12,1243.7936
0,13,1207.0811
0,14,1584.6485
0,15,1982.7718
0,16,1530.4203
0,17,1068.6269
0,18,1247.3797
0,19,1097.7374
0,20,1449.3862
0,21,1323.3627
0,22,1955.5437
0,23,1574.1023
0,24,1011.5910
0,25,1853.8678
0,26,1884.2831
0,27,1675.0504
0,28,1850.7700
0,29,1996.9591
0,30,1861.5717
0,31,1895.7746
0,32,1139.2650
0,33,1666.1469
0,34,1282.3488
0,35,1150.7871
0,36,1644.3798
0,37,1202.9592
0,38,1692.9011
0,39,1500.1727
0,40,1877.3843
0,41,1110.6815
0,42,1624.7240
0,43,1266.8679
0,44,1871.9661
0,45,1533.5564
0,46,1159.5210
0,47,1611.5102
0,48,1746.7022
0,49,1230.2223
0,50,1976.4914
0,51,1799.8685
0,52,1272.7333
0,53,1415.7839
0,54,1959.7594
0,55,1927.0002
0,56,1266.3711
0,57,1226.0786
0,58,1316.4676
0,59,1842.6815
0,60,1316.9161
0,61,1267.6076
0,62,1717.8284
0,63,1397.9999
0,64,1680.2755
0,65,1133.5880
0,66,1241.2267
0,67,1508.1969
0,68,1524.8330
1,69,1.0000
0,70,1419.3051
0,71,1004.5210
0,72,1087.7080
0,73,1607.1461
0,74,1620.9967
0,75,1263.6094
0,76,1246.7037
0,77,1341.8919
0,78,1551.7366
0,79,1278.8037
0,80,1557.2260
0,81,1064.2860
0,82,1388.3966
1,83,1.0000
1,84,7.1981
0,85,1363.5278
0,86,1507.7163
0,87,1975.0942
0,88,1179.5623
0,89,1159.9120
0,90,1402.0295
0,91,1795.8523
0,92,1648.0396
0,93,1763.6749
0,94,1024.5752
1,95,7.6019
0,96,1402.7785
0,97,1891.6608
0,98,1965.6390
0,99,1034.9363
0,100,1865.1899
0,101,1435.3022
0,102,1037.6033
0,103,1685.1406
0,104,1241.8760
0,105,1853.7355
0,106,1832.0386
0,107,1541.6344
0,108,1392.3435
0,109,1408.2520
0,110,1000.4054
0,111,1911.9689
0,112,1353.8561
0,113,1761.5758
0,114,1332.1724
0,115,1127.3588
0,116,1387.0522
0,117,1781.5565
0,118,1641.5798
0,119,1595.0921
0,120,1004.0544
0,121,1026.2245
0,122,1605.8413
0,123,1761.0094
0,124,1170.7401
0,125,1288.1479
0,126,1936.0177
0,127,1000.6113
0,128,1690.3595
0,129,1501.4582
0,130,1137.2632
0,131,1484.5221
0,132,1263.9080
0,133,1741.7440
0,134,1370.1296
0,135,1127.7725
1,136,3.5222
1,137,8.3933
1,138,1.4022
0,139,1522.2394
0,140,1093.0469
0,141,1571.3983
0,142,1043.0127
0,143,1427.6489
0,144,1395.5000
0,145,1148.7471
0,146,1361.6441
0,147,1911.8957
0,148,1339.2143
1,149,8.7818
0,150,1069.0849
0,151,1458.2501
0,152,1200.3863
0,153,1248.1074
0,154,1725.5474
0,155,1597.1769
0,156,1041.4391
0,157,1750.6073
0,158,1309.9454
0,159,1991.5941
0,160,1356.8416
0,161,1334.0487
0,162,1550.7964
0,163,1105.9564
0,164,1387.5623
0,165,1342.1920
0,166,1288.5756
0,167,1049.8770
0,168,1484.0921
0,169,1176.2997
0,170,1320.4568
0,171,1045.6500
0,172,1969.1197
0,173,1890.9522
0,174,1642.6766
0,175,1754.8949
0,176,1038.1444
0,177,1569.9379
0,178,1742.5580
0,179,1585.3009
0,180,1062.6380
0,181,1806.0231
0,182,1809.4853
0,183,1269.9843
0,184,1555.9591
0,185,1343.7351
0,186,1181.5590
0,187,1849.0763
0,188,1715.6184
0,189,1736.1335
0,190,1674.7964
0,191,1020.8832
0,192,1242.8932
0,193,1518.7397
0,194,1596.3271
0,195,1895.9741
0,196,1839.3280
0,197,1770.3273
0,198,1847.8766
0,199,1243.6958
0,200,1135.4367
0,201,1068.1620
0,202,1979.5723
0,203,1524.4514
0,204,1573.7414
0,205,1732.2065
0,206,1851.2107
0,207,1880.3834
0,208,1782.8567
0,209,1444.1521
0,210,1728.1371
0,211,1671.6791
0,212,1505.1493
0,213,1851.3458
0,214,1371.2325
0,215,1265.2287
0,216,1304.3161
0,217,1356.8056
0,218,1048.1188
0,219,1397.7599
0,220,1833.4466
0,221,1165.5744
0,222,1089.8894
0,223,1921.1435
0,224,1098.8701
0,225,1833.9117
0,226,1506.6170
0,227,1067.6691
0,228,1398.5144
0,229,1264.4122
0,230,1113.4290
0,231,1587.2986
0,232,1310.0163
0,233,1182.6172
0,234,1933.9180
0,235,1047.1289
0,236,1146.9956
0,237,1374.2949
0,238,1439.1402
0,239,1669.8589
0,240,1275.8471
0,241,1440.7412
0,242,1529.4776
0,243,1668.3577
0,244,1126.0142
0,245,1446.7398
0,246,1916.5510
0,247,1204.2375
0,248,1990.5359
0,249,1696.9221
0,250,1762.6674
0,251,1834.5611
