ts_name;time;unit;value;class
TS1;2014-12-22T13:00:00;Value;-326.090209068022;0
TS1;2014-12-22T14:00:00;Value;-297.454341580356;0
TS1;2014-12-22T15:00:00;Value;-247.851667074475;0
TS1;2014-12-22T16:00:00;Value;-239.045917907584;0
TS1;2014-12-22T17:00:00;Value;-195.086544727113;0
TS1;2014-12-22T18:00:00;Value;-149.992724772566;0
TS1;2014-12-22T19:00:00;Value;-108.583818173827;0
TS1;2014-12-22T20:00:00;Value;-72.09112593179401;0
TS1;2014-12-22T21:00:00;Value;-39.2366235901479;0
TS1;2014-12-22T22:00:00;Value;-2.13442100799382;0
TS1;2014-12-22T23:00:00;Value;43.4202768251495;0
TS1;2014-12-23T00:00:00;Value;68.1066693220947;0
TS1;2014-12-23T01:00:00;Value;88.3877905173673;0
TS1;2014-12-23T02:00:00;Value;149.532533920982;0
TS1;2014-12-23T03:00:00;Value;195.886160174524;0
TS1;2014-12-23T04:00:00;Value;233.949308092868;0
TS1;2014-12-23T05:00:00;Value;256.574430091064;0
TS1;2014-12-23T06:00:00;Value;295.546489195235;0
TS1;2014-12-23T07:00:00;Value;349.074430703227;0
TS1;2014-12-23T08:00:00;Value;361.356894612328;0
TS1;2014-12-23T09:00:00;Value;402.729964021427;0
TS1;2014-12-23T10:00:00;Value;444.957495404826;0
TS1;2014-12-23T11:00:00;Value;467.663854346984;0
TS1;2014-12-23T12:00:00;Value;504.46421026379096;0
TS1;2014-12-23T13:00:00;Value;550.255988274246;0
TS1;2014-12-23T14:00:00;Value;570.124635835409;0
TS1;2014-12-23T15:00:00;Value;616.756091740702;0
TS1;2014-12-23T16:00:00;Value;631.7929580156909;0
TS1;2014-12-23T17:00:00;Value;655.545349408246;0
TS1;2014-12-23T18:00:00;Value;716.8605102686189;0
TS1;2014-12-23T19:00:00;Value;740.380696447999;0
TS1;2014-12-23T20:00:00;Value;768.334084354488;0
TS1;2014-12-23T21:00:00;Value;798.1117862759199;0
TS1;2014-12-23T22:00:00;Value;844.932931670824;0
TS1;2014-12-23T23:00:00;Value;851.6577761381731;0
TS1;2014-12-24T00:00:00;Value;903.1273833151871;0
TS1;2014-12-24T01:00:00;Value;909.4836374868829;0
TS1;2014-12-24T02:00:00;Value;947.091765833457;0
TS1;2014-12-24T03:00:00;Value;973.27373799554;0
TS1;2014-12-24T04:00:00;Value;1008.2871195834698;0
TS1;2014-12-24T05:00:00;Value;1008.07057509092;0
TS1;2014-12-24T06:00:00;Value;1049.70305613013;0
TS1;2014-12-24T07:00:00;Value;1075.1701630611901;0
TS1;2014-12-24T08:00:00;Value;1106.24156401232;0
TS1;2014-12-24T09:00:00;Value;1135.0911082211;0
TS1;2014-12-24T10:00:00;Value;1133.78945586407;0
TS1;2014-12-24T11:00:00;Value;1169.2309216963902;0
TS1;2014-12-24T12:00:00;Value;1190.78221899971;0
TS1;2014-12-24T13:00:00;Value;1218.2632870447;0
TS1;2014-12-24T14:00:00;Value;1222.80509861599;0
TS1;2014-12-24T15:00:00;Value;1254.0727279035;0
TS1;2014-12-24T16:00:00;Value;1259.21240289173;0
TS1;2014-12-24T17:00:00;Value;1270.92812881225;0
TS1;2014-12-24T18:00:00;Value;1294.8273561884698;0
TS1;2014-12-24T19:00:00;Value;1306.41885976289;0
TS1;2014-12-24T20:00:00;Value;1320.72536881476;0
TS1;2014-12-24T21:00:00;Value;1339.81417884508;0
TS1;2014-12-24T22:00:00;Value;1336.9459717802301;0
TS1;2014-12-24T23:00:00;Value;1347.86745786131;0
TS1;2014-12-25T00:00:00;Value;1357.6733973031598;0
