label,time-stamp,x	
0,1,1744.3935
0,2,1654.4448
0,3,1350.6439
0,4,1021.4449
0,5,1127.1847
0,6,1954.9573
0,7,1664.6254
0,8,1052.3253
0,9,1816.2264
0,10,1026.5971
0,11,1439.7538
0,12,1017.3706
0,13,1313.0253
0,14,1664.8784
0,15,1141.3227
0,16,1616.8777
0,17,1465.4854
0,18,1885.8094
0,19,1873.6982
0,20,1200.8808
0,21,1773.1384
0,22,1343.5664
0,23,1296.2954
0,24,1944.4116
0,25,1711.6955
0,26,1324.5692
0,27,1422.9474
0,28,1820.6767
0,29,1202.7980
0,30,1441.9254
0,31,1620.5022
0,32,1974.4541
0,33,1371.8076
0,34,1861.4486
0,35,1778.4795
0,36,1462.3769
0,37,1298.5178
0,38,1007.7245
0,39,1692.7449
0,40,1417.9727
0,41,1240.7763
0,42,1030.1964
0,43,1438.0699
0,44,1338.9654
0,45,1923.3523
0,46,1216.8558
0,47,1681.0527
0,48,1828.1371
0,49,1340.8019
0,50,1562.5660
0,51,1421.0635
0,52,1373.3432
0,53,1407.0485
0,54,1657.3034
0,55,1798.2633
0,56,1516.5439
0,57,1742.6345
0,58,1544.2444
0,59,1644.9676
0,60,1134.4866
0,61,1907.4342
0,62,1390.3730
0,63,1244.5530
0,64,1759.9671
0,65,1961.9192
0,66,1341.8151
0,67,1824.8113
0,68,1989.3985
0,69,1625.9160
0,70,1389.0501
0,71,1195.9131
0,72,1909.6174
0,73,1603.5873
0,74,1838.1373
0,75,1979.9600
0,76,1663.3969
0,77,1488.2171
0,78,1698.9206
0,79,1371.2495
0,80,1347.8353
0,81,1160.7558
0,82,1685.1886
0,83,1625.3372
0,84,1571.3917
0,85,1599.6640
0,86,1020.2907
0,87,1655.4302
0,88,1591.4400
0,89,1220.6920
0,90,1971.9931
0,91,1702.5063
0,92,1014.5287
0,93,1355.8978
0,94,1281.5991
0,95,1871.6921
0,96,1243.4856
0,97,1960.7724
0,98,1385.8020
0,99,1806.9798
0,100,1924.4583
0,101,1481.8612
0,102,1211.3888
1,103,3.4358
1,104,4.1462
1,105,3.8968
1,106,8.0914
1,107,4.1433
1,108,3.7827
1,109,1.0000
1,110,2.7721
1,111,3.8207
1,112,6.0332
0,113,1675.6076
0,114,1877.8439
0,115,1198.6021
0,116,1640.7638
0,117,1477.2754
0,118,1516.3636
0,119,1127.8276
0,120,1617.6517
0,121,1256.3242
0,122,1895.6774
0,123,1480.6525
0,124,1971.0846
0,125,1833.4207
0,126,1243.0796
0,127,1100.1784
0,128,1489.7991
0,129,1763.9167
0,130,1360.3807
0,131,1864.3097
0,132,1398.4538
0,133,1431.4358
0,134,1755.1092
0,135,1098.2006
0,136,1441.5283
0,137,1803.8550
0,138,1579.5183
0,139,1378.6863
0,140,1218.3650
0,141,1807.8930
0,142,1170.1525
0,143,1918.1401
0,144,1302.1877
0,145,1752.1841
0,146,1616.2283
0,147,1728.5697
0,148,1323.2917
0,149,1043.0125
0,150,1669.8203
0,151,1648.8431
0,152,1693.3415
0,153,1537.6871
0,154,1920.1567
0,155,1271.6441
0,156,1542.4068
0,157,1279.8592
0,158,1169.8063
0,159,1839.8431
0,160,1487.3027
0,161,1847.6028
0,162,1316.5145
0,163,1925.1121
0,164,1154.2371
0,165,1286.2604
0,166,1198.6211
0,167,1508.8087
0,168,1608.6185
0,169,1847.2303
0,170,1422.3461
0,171,1630.4732
0,172,1779.8255
0,173,1565.9564
0,174,1330.0127
0,175,1822.0001
0,176,1734.6074
0,177,1345.9784
0,178,1702.7986
0,179,1970.0984
0,180,1971.5928
0,181,1466.1863
0,182,1182.7450
0,183,1580.4318
