label,time-stamp,x	
0,1,1126.2648
0,2,1316.9079
0,3,1338.3226
0,4,1078.0888
0,5,1156.6198
0,6,1091.5352
0,7,1316.4143
0,8,1383.9323
0,9,1143.8105
0,10,1843.5601
0,11,1199.0074
0,12,1258.0629
0,13,1997.8984
0,14,1305.9556
0,15,1188.7367
0,16,1062.8899
0,17,1923.5258
0,18,1938.8295
0,19,1811.1380
0,20,1414.3109
0,21,1917.8215
0,22,1094.1340
0,23,1588.1753
0,24,1002.9234
0,25,1878.5569
0,26,1745.9933
0,27,1419.9836
0,28,1263.6606
0,29,1486.8878
0,30,1378.5244
0,31,1823.9676
0,32,1112.2576
0,33,1272.7053
0,34,1572.2279
0,35,1212.1388
0,36,1556.0920
0,37,1884.7868
0,38,1959.9178
0,39,1605.2801
0,40,1261.7717
0,41,1978.6013
0,42,1905.1864
0,43,1374.1277
0,44,1277.1120
0,45,1342.3668
0,46,1546.8514
0,47,1642.5501
0,48,1310.6451
0,49,1452.4183
0,50,1460.1969
0,51,1117.2171
0,52,1831.7657
0,53,1165.4299
0,54,1634.9313
0,55,1244.9275
0,56,1970.9787
0,57,1672.6681
0,58,1881.2602
0,59,1684.1427
0,60,1271.0475
0,61,1211.0405
0,62,1192.8110
0,63,1527.3124
0,64,1902.6297
0,65,1850.7206
0,66,1021.7733
0,67,1667.1197
0,68,1744.8217
0,69,1043.6805
0,70,1922.4587
0,71,1684.1924
0,72,1407.6762
0,73,1151.2491
0,74,1647.5535
0,75,1775.8991
0,76,1647.8431
0,77,1945.5020
0,78,1151.8214
0,79,1949.1644
0,80,1611.3650
0,81,1961.4075
0,82,1697.5028
0,83,1172.8270
0,84,1548.7736
0,85,1025.7101
0,86,1459.6968
0,87,1487.3037
0,88,1753.8327
0,89,1631.9179
0,90,1042.4511
0,91,1705.2620
0,92,1892.3183
0,93,1028.3816
0,94,1923.4877
0,95,1415.9280
0,96,1397.4085
0,97,1593.3150
0,98,1213.5721
0,99,1642.2844
0,100,1436.1936
0,101,1960.8706
0,102,1735.8555
0,103,1231.9956
0,104,1286.1610
0,105,1505.0862
0,106,1058.0960
0,107,1972.3369
0,108,1760.4973
0,109,1320.6428
0,110,1826.0496
0,111,1175.0339
0,112,1237.6515
0,113,1200.1363
0,114,1662.9911
0,115,1691.9767
0,116,1606.8943
0,117,1087.3466
0,118,1643.8800
0,119,1088.4622
0,120,1287.1327
0,121,1076.3806
0,122,1224.8692
0,123,1507.1381
0,124,1488.9619
0,125,1169.4340
0,126,1523.0494
0,127,1445.6464
0,128,1881.3142
0,129,1898.4229
0,130,1214.9378
0,131,1942.8759
0,132,1424.0643
0,133,1675.8609
0,134,1651.3754
0,135,1093.6295
0,136,1912.9147
0,137,1783.8247
0,138,1611.0097
0,139,1070.8263
0,140,1083.7185
0,141,1130.4444
0,142,1890.1561
0,143,1257.3216
0,144,1451.0437
