ts_name;time;unit;value;class
Series01;201802242000;Value;0.412996;0
Series01;201802242100;Value;-0.549007;0
Series01;201802242200;Value;-0.374492;0
Series01;201802242300;Value;-1.99465;0
Series01;201802250000;Value;-1.76448;0
Series01;201802250100;Value;-1.58572;0
Series01;201802250200;Value;-0.664337;0
Series01;201802250300;Value;-0.240214;0
Series01;201802250400;Value;-0.953576;0
Series01;201802250500;Value;-2.30914;0
Series01;201802250600;Value;-2.52881;0
Series01;201802250700;Value;-2.48847;0
Series01;201802250800;Value;-4.23702;0
Series01;201802250900;Value;-4.06366;0
Series01;201802251000;Value;-5.42117;0
Series01;201802251100;Value;-4.93645;0
Series01;201802251200;Value;-3.60328;0
Series01;201802251300;Value;-4.18658;0
Series01;201802251400;Value;-2.98783;0
Series01;201802251500;Value;-3.54584;0
Series01;201802251600;Value;-2.53972;0
Series01;201802251700;Value;-3.1196;0
Series01;201802251800;Value;-4.43278;0
Series01;201802251900;Value;-4.91548;0
Series01;201802252000;Value;-4.2983;0
Series01;201802252100;Value;-3.90407;0
Series01;201802252200;Value;-4.41489;0
Series01;201802252300;Value;-3.08385;0
Series01;201802260000;Value;-1.84969;0
Series01;201802260100;Value;-2.69948;0
Series01;201802260200;Value;-1.35552;0
Series01;201802260300;Value;-1.25924;0
Series01;201802260400;Value;-1.15865;0
Series01;201802260500;Value;-0.175602;0
Series01;201802260600;Value;-1.7013;0
Series01;201802260700;Value;-1.02826;0
Series01;201802260800;Value;-0.62861;0
Series01;201802260900;Value;0.0478767;0
Series01;201802261000;Value;1.07859;0
Series01;201802261100;Value;3.63676;0
Series01;201802261200;Value;2.9677;0
Series01;201802261300;Value;1.80456;0
Series01;201802261400;Value;1.43802;0
Series01;201802261500;Value;2.73903;0
Series01;201802261600;Value;0.883914;0
Series01;201802261700;Value;0.378335;0
Series01;201802261800;Value;0.366732;0
Series01;201802261900;Value;-0.740233;0
Series01;201802262000;Value;-0.0363464;0
Series01;201802262100;Value;-0.969759;0
Series01;201802262200;Value;-3.09085;0
Series01;201802262300;Value;-3.26093;0
Series01;201802270000;Value;-2.22928;0
Series01;201802270100;Value;-2.55329;0
Series01;201802270200;Value;-4.35649;0
Series01;201802270300;Value;-3.94627;0
Series01;201802270400;Value;-4.28105;0
Series01;201802270500;Value;-2.9347;0
Series01;201802270600;Value;-1.76073;0
Series01;201802270700;Value;-1.84039;0
Series01;201802270800;Value;-2.61373;0
Series01;201802270900;Value;-2.01635;0
Series01;201802271000;Value;-1.61974;0
Series01;201802271100;Value;-0.520079;0
Series01;201802271200;Value;-0.508661;0
Series01;201802271300;Value;-0.588408;0
Series01;201802271400;Value;-1.38783;0
Series01;201802271500;Value;-0.173816;0
Series01;201802271600;Value;0.201019;0
Series01;201802271700;Value;0.250695;0
Series01;201802271800;Value;0.34213;0
Series01;201802271900;Value;0.859226;0
Series01;201802272000;Value;1.69918;0
Series01;201802272100;Value;0.944172;0
Series01;201802272200;Value;0.867356;0
Series01;201802272300;Value;0.855606;0
Series01;201802280000;Value;0.29311;0
Series01;201802280100;Value;-0.0987043;0
Series01;201802280200;Value;-1.41091;0
Series01;201802280300;Value;-1.82669;0
Series01;201802280400;Value;-2.12577;0
Series01;201802280500;Value;-1.64802;0
Series01;201802280600;Value;-1.39158;0
Series01;201802280700;Value;1.18341;0
Series01;201802280800;Value;1.81564;0
Series01;201802280900;Value;1.80104;0
Series01;201802281000;Value;1.23285;0
Series01;201802281100;Value;1.49281;0
Series01;201802281200;Value;1.92777;0
Series01;201802281300;Value;2.93363;0
Series01;201802281400;Value;1.75327;0
Series01;201802281500;Value;2.67038;0
Series01;201802281600;Value;3.57802;0
Series01;201802281700;Value;3.80592;0
Series01;201802281800;Value;4.6446;0
Series01;201802281900;Value;5.81976;0
Series01;201802282000;Value;5.59405;0
Series01;201802282100;Value;5.1951;0
Series01;201802282200;Value;6.53943;0
Series01;201802282300;Value;6.35579;0
Series01;201803010000;Value;6.02462;0
Series01;201803010100;Value;6.50313;0
Series01;201803010200;Value;6.08551;0
Series01;201803010300;Value;5.84395;0
Series01;201803010400;Value;6.16959;0
Series01;201803010500;Value;6.65403;0
Series01;201803010600;Value;5.98026;0
Series01;201803010700;Value;5.98675;0
Series01;201803010800;Value;5.29134;0
Series01;201803010900;Value;6.23946;0
Series01;201803011000;Value;6.333;0
Series01;201803011100;Value;7.81467;0
Series01;201803011200;Value;7.56078;0
Series01;201803011300;Value;8.17076;0
Series01;201803011400;Value;7.77951;0
Series01;201803011500;Value;8.68311;0
Series01;201803011600;Value;10.2035;0
Series01;201803011700;Value;10.3349;0
Series01;201803011800;Value;11.2796;0
Series01;201803011900;Value;12.5976;0
Series01;201803012000;Value;12.075;0
Series01;201803012100;Value;12.9752;0
Series01;201803012200;Value;15.1372;0
Series01;201803012300;Value;15.3608;0
Series01;201803020000;Value;15.4716;0
Series01;201803020100;Value;15.4547;0
Series01;201803020200;Value;16.1101;0
Series01;201803020300;Value;17.2315;0
Series01;201803020400;Value;17.2474;0
Series01;201803020500;Value;17.6246;0
Series01;201803020600;Value;17.5244;0
Series01;201803020700;Value;16.3653;0
Series01;201803020800;Value;18.5193;0
Series01;201803020900;Value;18.3743;0
Series01;201803021000;Value;16.064;0
Series01;201803021100;Value;16.0069;0
Series01;201803021200;Value;16.3302;0
Series01;201803021300;Value;15.8152;0
Series01;201803021400;Value;16.6319;0
Series01;201803021500;Value;17.3062;0
Series01;201803021600;Value;15.8818;0
Series01;201803021700;Value;16.4484;0
Series01;201803021800;Value;15.991;0
Series01;201803021900;Value;16.56;0
Series01;201803022000;Value;18.4069;0
Series01;201803022100;Value;16.9522;0
Series01;201803022200;Value;15.0577;0
Series01;201803022300;Value;15.0054;0
Series01;201803030000;Value;14.8143;0
Series01;201803030100;Value;15.1422;0
Series01;201803030200;Value;14.5763;0
Series01;201803030300;Value;14.0179;0
Series01;201803030400;Value;14.2569;0
Series01;201803030500;Value;14.4426;0
Series01;201803030600;Value;14.8312;0
Series01;201803030700;Value;15.7269;0
Series01;201803030800;Value;13.8191;0
Series01;201803030900;Value;14.0586;0
Series01;201803031000;Value;13.3272;0
Series01;201803031100;Value;15.4936;0
Series01;201803031200;Value;15.7427;0
Series01;201803031300;Value;17.2286;0
Series01;201803031400;Value;17.7368;0
Series01;201803031500;Value;16.426;0
Series01;201803031600;Value;16.2144;0
Series01;201803031700;Value;14.4963;0
Series01;201803031800;Value;14.4687;0
Series01;201803031900;Value;14.5187;0
Series01;201803032000;Value;13.5704;0
Series01;201803032100;Value;15.1897;0
Series01;201803032200;Value;13.6802;0
Series01;201803032300;Value;11.6674;0
Series01;201803040000;Value;10.6809;0
Series01;201803040100;Value;9.53449;0
Series01;201803040200;Value;9.54441;0
Series01;201803040300;Value;9.18988;0
Series01;201803040400;Value;9.29695;0
Series01;201803040500;Value;10.7799;0
Series01;201803040600;Value;9.4789;0
Series01;201803040700;Value;8.89991;0
Series01;201803040800;Value;9.04819;0
Series01;201803040900;Value;8.62915;0
Series01;201803041000;Value;8.55849;0
Series01;201803041100;Value;9.85328;0
Series01;201803041200;Value;10.24;0
Series01;201803041300;Value;10.3839;0
Series01;201803041400;Value;10.5261;0
Series01;201803041500;Value;9.45358;0
Series01;201803041600;Value;8.59576;0
Series01;201803041700;Value;7.86942;0
Series01;201803041800;Value;8.25577;0
Series01;201803041900;Value;7.90471;0
Series01;201803042000;Value;5.81725;0
Series01;201803042100;Value;5.78924;0
Series01;201803042200;Value;6.73948;0
Series01;201803042300;Value;7.0354;0
Series01;201803050000;Value;6.04144;0
Series01;201803050100;Value;4.84144;0
Series01;201803050200;Value;4.59774;0
Series01;201803050300;Value;4.80434;0
Series01;201803050400;Value;4.4269;0
Series01;201803050500;Value;5.16081;0
Series01;201803050600;Value;4.16541;0
Series01;201803050700;Value;3.96189;0
Series01;201803050800;Value;4.97849;0
Series01;201803050900;Value;5.15414;0
Series01;201803051000;Value;4.86481;0
Series01;201803051100;Value;5.48467;0
Series01;201803051200;Value;6.23842;0
Series01;201803051300;Value;6.39808;0
Series01;201803051400;Value;7.12456;0
Series01;201803051500;Value;8.22334;0
Series01;201803051600;Value;8.77579;0
Series01;201803051700;Value;8.11786;0
Series01;201803051800;Value;8.44797;0
Series01;201803051900;Value;7.55884;0
Series01;201803052000;Value;5.87199;0
Series01;201803052100;Value;5.66633;0
Series01;201803052200;Value;7.57657;0
Series01;201803052300;Value;7.38743;0
Series01;201803060000;Value;6.84343;0
Series01;201803060100;Value;5.31441;0
Series01;201803060200;Value;6.58558;0
Series01;201803060300;Value;7.23505;0
Series01;201803060400;Value;8.20827;0
Series01;201803060500;Value;8.65515;0
Series01;201803060600;Value;8.63482;0
Series01;201803060700;Value;8.30009;0
Series01;201803060800;Value;7.05674;0
Series01;201803060900;Value;5.96408;0
Series01;201803061000;Value;6.25908;0
Series01;201803061100;Value;4.67221;0
Series01;201803061200;Value;4.88877;0
Series01;201803061300;Value;7.88407;0
Series01;201803061400;Value;5.25303;0
Series01;201803061500;Value;6.23873;0
Series01;201803061600;Value;6.85973;0
Series01;201803061700;Value;6.42561;0
Series01;201803061800;Value;6.40528;0
Series01;201803061900;Value;7.01704;0
Series01;201803062000;Value;7.68644;0
Series01;201803062100;Value;7.68239;0
Series01;201803062200;Value;7.88291;0
Series01;201803062300;Value;7.92102;0
Series01;201803070000;Value;8.29588;0
Series01;201803070100;Value;8.83122;0
Series01;201803070200;Value;7.23337;0
Series01;201803070300;Value;7.48724;0
Series01;201803070400;Value;3.52314;0
Series01;201803070500;Value;2.47957;0
Series01;201803070600;Value;5.55199;0
Series01;201803070700;Value;5.65843;0
Series01;201803070800;Value;4.82513;0
Series01;201803070900;Value;6.50922;0
Series01;201803071000;Value;6.86354;0
Series01;201803071100;Value;6.76523;0
Series01;201803071200;Value;7.24868;0
Series01;201803071300;Value;5.92547;0
Series01;201803071400;Value;6.44022;0
Series01;201803071500;Value;7.51016;0
Series01;201803071600;Value;6.92477;0
Series01;201803071700;Value;5.63094;0
Series01;201803071800;Value;4.37809;0
Series01;201803071900;Value;4.8329;0
Series01;201803072000;Value;5.90188;0
Series01;201803072100;Value;5.85178;0
Series01;201803072200;Value;6.04032;0
Series01;201803072300;Value;6.55017;0
Series01;201803080000;Value;6.68249;0
Series01;201803080100;Value;7.07104;0
Series01;201803080200;Value;6.3881;0
Series01;201803080300;Value;6.24013;0
Series01;201803080400;Value;5.54715;0
Series01;201803080500;Value;6.00923;0
Series01;201803080600;Value;6.61991;0
Series01;201803080700;Value;6.63943;0
Series01;201803080800;Value;6.9691;0
Series01;201803080900;Value;5.63366;0
Series01;201803081000;Value;3.84583;0
Series01;201803081100;Value;3.61597;0
Series01;201803081200;Value;2.63358;0
Series01;201803081300;Value;2.16147;0
Series01;201803081400;Value;1.3505;0
Series01;201803081500;Value;1.23549;0
Series01;201803081600;Value;2.77505;0
Series01;201803081700;Value;1.5717;0
Series01;201803081800;Value;2.97742;0
Series01;201803081900;Value;4.27744;0
Series01;201803082000;Value;3.64881;0
Series01;201803082100;Value;4.59208;0
Series01;201803082200;Value;4.3345;0
Series01;201803082300;Value;4.06004;0
Series01;201803090000;Value;2.3923;0
Series01;201803090100;Value;4.03094;0
Series01;201803090200;Value;4.52394;0
Series01;201803090300;Value;6.35088;0
Series01;201803090400;Value;7.76651;0
Series01;201803090500;Value;7.61792;0
Series01;201803090600;Value;6.38662;0
Series01;201803090700;Value;9.10407;0
Series01;201803090800;Value;9.29176;0
Series01;201803090900;Value;10.4294;0
Series01;201803091000;Value;10.1877;0
Series01;201803091100;Value;9.14064;0
Series01;201803091200;Value;9.06172;0
Series01;201803091300;Value;8.33438;0
Series01;201803091400;Value;7.51691;0
Series01;201803091500;Value;8.52579;0
Series01;201803091600;Value;8.4107;0
Series01;201803091700;Value;8.05139;0
Series01;201803091800;Value;8.24259;0
Series01;201803091900;Value;9.26928;0
Series01;201803092000;Value;9.61206;0
Series01;201803092100;Value;9.90592;0
Series01;201803092200;Value;11.8024;0
Series01;201803092300;Value;11.6096;0
Series01;201803100000;Value;12.1636;0
Series01;201803100100;Value;12.7097;0
Series01;201803100200;Value;12.703;0
Series01;201803100300;Value;13.1836;0
Series01;201803100400;Value;13.1293;0
Series01;201803100500;Value;14.041;0
Series01;201803100600;Value;11.8956;0
Series01;201803100700;Value;10.7717;0
Series01;201803100800;Value;12.5898;0
Series01;201803100900;Value;12.6297;0
Series01;201803101000;Value;13.1877;0
Series01;201803101100;Value;12.3791;0
Series01;201803101200;Value;10.863;0
Series01;201803101300;Value;11.1804;0
Series01;201803101400;Value;10.3328;0
Series01;201803101500;Value;12.2671;0
Series01;201803101600;Value;12.4883;0
Series01;201803101700;Value;12.5225;0
Series01;201803101800;Value;12.2945;0
Series01;201803101900;Value;12.4016;0
Series01;201803102000;Value;11.7016;0
Series01;201803102100;Value;12.0045;0
Series01;201803102200;Value;12.1984;0
Series01;201803102300;Value;12.496;0
Series01;201803110000;Value;12.6019;0
Series01;201803110100;Value;13.8759;0
Series01;201803110200;Value;15.5936;0
Series01;201803110300;Value;14.2528;0
Series01;201803110400;Value;14.632;0
Series01;201803110500;Value;15.6538;0
Series01;201803110600;Value;15.4516;0
Series01;201803110700;Value;14.9676;0
Series01;201803110800;Value;15.5941;0
Series01;201803110900;Value;14.5861;0
Series01;201803111000;Value;14.9573;0
Series01;201803111100;Value;15.3972;0
Series01;201803111200;Value;17.7513;0
Series01;201803111300;Value;16.8563;0
Series01;201803111400;Value;18.1756;0
Series01;201803111500;Value;15.9116;0
Series01;201803111600;Value;16.5641;0
Series01;201803111700;Value;17.3511;0
Series01;201803111800;Value;16.4865;0
Series01;201803111900;Value;16.5898;0
Series01;201803112000;Value;14.9522;0
Series01;201803112100;Value;15.2378;0
Series01;201803112200;Value;15.7433;0
Series01;201803112300;Value;15.4822;0
Series01;201803120000;Value;14.4202;0
Series01;201803120100;Value;13.745;0
Series01;201803120200;Value;13.4532;0
Series01;201803120300;Value;15.1872;0
Series01;201803120400;Value;16.3619;0
Series01;201803120500;Value;16.2858;0
Series01;201803120600;Value;15.7578;0
Series01;201803120700;Value;14.9808;0
Series01;201803120800;Value;14.9624;0
Series01;201803120900;Value;14.4129;0
Series01;201803121000;Value;13.8447;0
Series01;201803121100;Value;13.3618;0
Series01;201803121200;Value;14.4471;0
Series01;201803121300;Value;13.2186;0
Series01;201803121400;Value;13.9591;0
Series01;201803121500;Value;13.1525;0
Series01;201803121600;Value;14.458;0
Series01;201803121700;Value;14.0589;0
Series01;201803121800;Value;13.8815;0
Series01;201803121900;Value;13.7734;0
Series01;201803122000;Value;11.5473;0
Series01;201803122100;Value;10.5177;0
Series01;201803122200;Value;10.5966;0
Series01;201803122300;Value;10.8002;0
Series01;201803130000;Value;11.8813;0
Series01;201803130100;Value;11.5253;0
Series01;201803130200;Value;11.0268;0
Series01;201803130300;Value;10.4256;0
Series01;201803130400;Value;9.7879;0
Series01;201803130500;Value;9.27625;0
Series01;201803130600;Value;9.26675;0
Series01;201803130700;Value;10.8351;0
Series01;201803130800;Value;9.35937;0
Series01;201803130900;Value;9.36825;0
Series01;201803131000;Value;10.7695;0
Series01;201803131100;Value;10.4458;0
Series01;201803131200;Value;11.1968;0
Series01;201803131300;Value;13.4859;0
Series01;201803131400;Value;14.5788;0
Series01;201803131500;Value;13.6337;0
Series01;201803131600;Value;14.4829;0
Series01;201803131700;Value;15.1208;0
Series01;201803131800;Value;15.4584;0
Series01;201803131900;Value;12.8781;0
Series01;201803132000;Value;12.5262;0
Series01;201803132100;Value;13.331;0
Series01;201803132200;Value;12.854;0
Series01;201803132300;Value;13.4723;0
Series01;201803140000;Value;13.1803;0
Series01;201803140100;Value;15.1281;0
Series01;201803140200;Value;12.9261;0
Series01;201803140300;Value;11.515;0
Series01;201803140400;Value;10.2006;0
Series01;201803140500;Value;9.01845;0
Series01;201803140600;Value;10.2306;0
Series01;201803140700;Value;10.2427;0
Series01;201803140800;Value;10.2697;0
Series01;201803140900;Value;10.8455;0
Series01;201803141000;Value;11.1232;0
Series01;201803141100;Value;12.4471;0
Series01;201803141200;Value;11.5949;0
Series01;201803141300;Value;13.0262;0
Series01;201803141400;Value;14.1405;0
Series01;201803141500;Value;13.9322;0
Series01;201803141600;Value;14.6485;0
Series01;201803141700;Value;15.1516;0
Series01;201803141800;Value;16.0348;0
Series01;201803141900;Value;14.2691;0
Series01;201803142000;Value;14.0093;0
Series01;201803142100;Value;13.9497;0
Series01;201803142200;Value;14.9263;0
Series01;201803142300;Value;16.795;0
Series01;201803150000;Value;17.0843;0
Series01;201803150100;Value;17.7142;0
Series01;201803150200;Value;17.4991;0
Series01;201803150300;Value;16.0794;0
Series01;201803150400;Value;15.3852;0
Series01;201803150500;Value;16.7632;0
Series01;201803150600;Value;16.2635;0
Series01;201803150700;Value;14.8222;0
Series01;201803150800;Value;15.8797;0
Series01;201803150900;Value;16.5428;0
Series01;201803151000;Value;17.4188;0
Series01;201803151100;Value;17.0061;0
Series01;201803151200;Value;17.3272;0
Series01;201803151300;Value;16.5573;0
Series01;201803151400;Value;18.1456;0
Series01;201803151500;Value;18.0083;0
Series01;201803151600;Value;18.4918;0
Series01;201803151700;Value;20.5385;0
Series01;201803151800;Value;20.1288;0
Series01;201803151900;Value;20.019;0
Series01;201803152000;Value;20.3912;0
Series01;201803152100;Value;20.2065;0
Series01;201803152200;Value;19.596;0
Series01;201803152300;Value;20.245;0
Series01;201803160000;Value;21.7133;0
Series01;201803160100;Value;21.963;0
Series01;201803160200;Value;21.061;0
Series01;201803160300;Value;22.5236;0
Series01;201803160400;Value;22.3974;0
Series01;201803160500;Value;22.7292;0
Series01;201803160600;Value;20.1999;0
Series01;201803160700;Value;19.3656;0
Series01;201803160800;Value;19.4785;0
Series01;201803160900;Value;19.2111;0
Series01;201803161000;Value;20.5897;0
Series01;201803161100;Value;20.6277;0
Series01;201803161200;Value;21.3813;0
Series01;201803161300;Value;20.193;0
Series01;201803161400;Value;18.8318;0
Series01;201803161500;Value;19.5424;0
Series01;201803161600;Value;20.5117;0
Series01;201803161700;Value;20.1903;0
Series01;201803161800;Value;19.7757;0
Series01;201803161900;Value;19.7982;0
Series01;201803162000;Value;19.9386;0
Series01;201803162100;Value;20.6441;0
Series01;201803162200;Value;20.5353;0
Series01;201803162300;Value;22.0003;0
Series01;201803170000;Value;21.8735;0
Series01;201803170100;Value;21.3839;0
Series01;201803170200;Value;21.6426;0
Series01;201803170300;Value;20.1388;0
Series01;201803170400;Value;20.5422;0
Series01;201803170500;Value;20.9585;0
Series01;201803170600;Value;20.2225;0
Series01;201803170700;Value;19.4517;0
Series01;201803170800;Value;19.7839;0
Series01;201803170900;Value;20.2495;0
Series01;201803171000;Value;20.553;0
Series01;201803171100;Value;19.478;0
Series01;201803171200;Value;19.2586;0
Series01;201803171300;Value;19.9153;0
Series01;201803171400;Value;20.7175;0
Series01;201803171500;Value;21.2338;0
Series01;201803171600;Value;20.7264;0
Series01;201803171700;Value;21.1273;0
Series01;201803171800;Value;19.8477;0
Series01;201803171900;Value;18.3347;0
Series01;201803172000;Value;18.1939;0
Series01;201803172100;Value;18.5837;0
Series01;201803172200;Value;17.3886;0
Series01;201803172300;Value;15.279;0
Series01;201803180000;Value;14.7343;0
Series01;201803180100;Value;15.4704;0
Series01;201803180200;Value;15.0568;0
Series01;201803180300;Value;15.5084;0
Series01;201803180400;Value;15.1303;0
Series01;201803180500;Value;14.1364;0
Series01;201803180600;Value;13.6762;0
Series01;201803180700;Value;13.6419;0
Series01;201803180800;Value;12.7032;0
Series01;201803180900;Value;13.9994;0
Series01;201803181000;Value;14.1293;0
Series01;201803181100;Value;14.5545;0
Series01;201803181200;Value;14.9217;0
Series01;201803181300;Value;15.994;0
Series01;201803181400;Value;16.2975;0
Series01;201803181500;Value;16.8582;0
Series01;201803181600;Value;16.9696;0
Series01;201803181700;Value;16.3197;0
Series01;201803181800;Value;15.7825;0
Series01;201803181900;Value;14.711;0
Series01;201803182000;Value;13.4006;0
Series01;201803182100;Value;12.2329;0
Series01;201803182200;Value;11.8935;0
Series01;201803182300;Value;12.0343;0
Series01;201803190000;Value;11.5308;0
Series01;201803190100;Value;11.6722;0
Series01;201803190200;Value;9.53444;0
Series01;201803190300;Value;10.3582;0
Series01;201803190400;Value;10.9523;0
Series01;201803190500;Value;11.7042;0
Series01;201803190600;Value;12.0346;0
Series01;201803190700;Value;11.124;0
Series01;201803190800;Value;10.8522;0
Series01;201803190900;Value;12.0731;0
Series01;201803191000;Value;13.4291;0
Series01;201803191100;Value;14.9488;0
Series01;201803191200;Value;16.1704;0
Series01;201803191300;Value;15.6293;0
Series01;201803191400;Value;15.3131;0
Series01;201803191500;Value;15.1069;0
Series01;201803191600;Value;16.0262;0
Series01;201803191700;Value;16.8299;0
Series01;201803191800;Value;17.0684;0
Series01;201803191900;Value;16.6987;0
Series01;201803192000;Value;16.835;0
Series01;201803192100;Value;15.9583;0
Series01;201803192200;Value;14.8964;0
Series01;201803192300;Value;14.9627;0
Series01;201803200000;Value;14.3318;0
Series01;201803200100;Value;14.1805;0
Series01;201803200200;Value;14.8353;0
Series01;201803200300;Value;15.3117;0
Series01;201803200400;Value;14.2664;0
Series01;201803200500;Value;14.2622;0
Series01;201803200600;Value;15.9744;0
Series01;201803200700;Value;15.7689;0
Series01;201803200800;Value;14.7731;0
Series01;201803200900;Value;15.9684;0
Series01;201803201000;Value;16.4627;0
Series01;201803201100;Value;15.415;0
Series01;201803201200;Value;15.375;0
Series01;201803201300;Value;17.4802;0
Series01;201803201400;Value;17.5891;0
Series01;201803201500;Value;20.1859;0
Series01;201803201600;Value;20.6807;0
Series01;201803201700;Value;23.4179;0
Series01;201803201800;Value;20.151;0
Series01;201803201900;Value;18.5686;0
Series01;201803202000;Value;19.5216;0
Series01;201803202100;Value;19.9715;0
Series01;201803202200;Value;19.8908;0
Series01;201803202300;Value;20.066;0
Series01;201803210000;Value;19.0496;0
